PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30091","Disturbances of neurotransmitter metabolism in anorexia nervosa","Crisp AH.","Proc Nutr Soc. 1978 Sep;37(2):201-9. doi: 10.1079/pns19780025.","Crisp AH","Proc Nutr Soc","1978","1978/09/01","","","10.1079/pns19780025"
"11212576","Angiotensin II-induced depolarizations in hamster submandibular ganglion neurons","Ikegami H, Yamada T, Suzuki T.","Bull Tokyo Dent Coll. 2000 May;41(2):29-34. doi: 10.2209/tdcpublication.41.29.","Ikegami H","Bull Tokyo Dent Coll","2000","2001/02/24","","","10.2209/tdcpublication.41.29"
"2576838","Neurotransmitter effects on inhibitory burst neurons in the cat","Furuya N, Shigihara S, Yabe T, Ashikawa H.","Acta Otolaryngol Suppl. 1989;468:141-4. doi: 10.3109/00016488909139034.","Furuya N","Acta Otolaryngol Suppl","1989","1989/01/01","","","10.3109/00016488909139034"
"6120477","[Progress in the studies on the pathogenesis, clinical course and treatment of extrapyramidal disorders]","Wald I, Markowa J, Kulczycki J.","Neurol Neurochir Pol. 1981 Jul-Aug;15(4):369-72.","Wald I","Neurol Neurochir Pol","1981","1981/07/01","","",""
"6104901","Peptide receptor functions on cultured spinal neurons","Barker JL, Gruol DL, Huang LM, MacDonald JF, Smith TG Jr.","Adv Biochem Psychopharmacol. 1980;22:409-23.","Barker JL","Adv Biochem Psychopharmacol","1980","1980/01/01","","",""
"8100275","Neuroendocrine ageing: its impact on the reproductive system of the female rat","Wise PM.","J Reprod Fertil Suppl. 1993;46:35-46.","Wise PM","J Reprod Fertil Suppl","1993","1993/01/01","","",""
"2879490","Interpretations of voltammetry in vivo using dialyzed perfusion","Justice JB Jr, Neill DB.","Ann N Y Acad Sci. 1986;473:170-87. doi: 10.1111/j.1749-6632.1986.tb23614.x.","Justice JB Jr","Ann N Y Acad Sci","1986","1986/01/01","","","10.1111/j.1749-6632.1986.tb23614.x"
"18194218","Validation of a robust and sensitive method for detecting hydroxyl radical formation together with evoked neurotransmitter release in brain microdialysis","Freinbichler W, Colivicchi MA, Fattori M, Ballini C, Tipton KF, Linert W, Della Corte L.","J Neurochem. 2008 May;105(3):738-49. doi: 10.1111/j.1471-4159.2007.05168.x. Epub 2008 Jan 8.","Freinbichler W","J Neurochem","2008","2008/01/16","","","10.1111/j.1471-4159.2007.05168.x"
"29893445","Mechanism of neurotransmitter release coming into focus","Rizo J.","Protein Sci. 2018 Aug;27(8):1364-1391. doi: 10.1002/pro.3445. Epub 2018 Jul 10.","Rizo J","Protein Sci","2018","2018/06/13","PMC6153415","","10.1002/pro.3445"
"17984950","Controversial opinions on the role of cocaine and amphetamine-regulated transcript (CART) in prolactin release","Baranowska B, Baranowska-Bik A, Bik W, Wolinska-Witort E, Martynska L, Chmielowska M.","Neuro Endocrinol Lett. 2007 Oct;28(5):541-4.","Baranowska B","Neuro Endocrinol Lett","2007","2007/11/07","","",""
"41320","New information about the development of the autonomic nervous system","Marx JL.","Science. 1979 Oct 26;206(4417):434-7. doi: 10.1126/science.41320.","Marx JL","Science","1979","1979/10/26","","","10.1126/science.41320"
"6186774","Neurotransmitter modifications in human cerebrospinal fluid and serum during hepatic encephalopathy","Borg J, Warter JM, Schlienger JL, Imler M, Marescaux C, Mack G.","J Neurol Sci. 1982 Dec;57(2-3):343-56. doi: 10.1016/0022-510x(82)90040-5.","Borg J","J Neurol Sci","1982","1982/12/01","","","10.1016/0022-510x(82)90040-5"
"8606995","Neurotransmitters in the CNS control of breathing","Bonham AC.","Respir Physiol. 1995 Sep;101(3):219-30. doi: 10.1016/0034-5687(95)00045-f.","Bonham AC","Respir Physiol","1995","1995/09/01","","","10.1016/0034-5687(95)00045-f"
"22497937","Olfactory coding: tagging and tuning odor-activated synapses for memory","Aldworth ZN, Stopfer M.","Curr Biol. 2012 Apr 10;22(7):R227-9. doi: 10.1016/j.cub.2012.02.047.","Aldworth ZN","Curr Biol","2012","2012/04/14","PMC4098833","NIHMS611946","10.1016/j.cub.2012.02.047"
"12270955","Metabolic myopathy in heart failure","Ventura-Clapier R, De Sousa E, Veksler V.","News Physiol Sci. 2002 Oct;17:191-6. doi: 10.1152/nips.01392.2002.","Ventura-Clapier R","News Physiol Sci","2002","2002/09/25","","","10.1152/nips.01392.2002"
"1356360","Neuroendocrine mechanisms and the precipitation of depression by life events","Checkley S.","Br J Psychiatry Suppl. 1992 Feb;(15):7-17.","Checkley S","Br J Psychiatry Suppl","1992","1992/02/01","","",""
"2872985","The brain and aging","Busse EW.","Clin Obstet Gynecol. 1986 Jun;29(2):374-83. doi: 10.1097/00003081-198606000-00019.","Busse EW","Clin Obstet Gynecol","1986","1986/06/01","","","10.1097/00003081-198606000-00019"
"9952399","Uptake of precursor and synthesis of transmitter in a histaminergic photoreceptor","Morgan JR, Gebhardt KA, Stuart AE.","J Neurosci. 1999 Feb 15;19(4):1217-25. doi: 10.1523/JNEUROSCI.19-04-01217.1999.","Morgan JR","J Neurosci","1999","1999/02/10","PMC6786026","","10.1523/JNEUROSCI.19-04-01217.1999"
"2579738","Distribution of galanin-like immunoreactivity in the gastro-intestinal tract of several mammalian species","Melander T, Hökfelt T, Rökaeus A, Fahrenkrug J, Tatemoto K, Mutt V.","Cell Tissue Res. 1985;239(2):253-70. doi: 10.1007/BF00218003.","Melander T","Cell Tissue Res","1985","1985/01/01","","","10.1007/BF00218003"
"6108745","Effects of halopemide on potassium-induced release of radiolabeled neurotransmitters from rat cerebrocortical slices in vitro","Loonen AJ, Soudijn W.","Arch Int Pharmacodyn Ther. 1980 Sep;247(1):43-58.","Loonen AJ","Arch Int Pharmacodyn Ther","1980","1980/09/01","","",""
"9623713","Roles of chemical mediators in the taste system","Yamamoto T, Nagai T, Shimura T, Yasoshima Y.","Jpn J Pharmacol. 1998 Apr;76(4):325-48. doi: 10.1254/jjp.76.325.","Yamamoto T","Jpn J Pharmacol","1998","1998/06/12","","","10.1254/jjp.76.325"
"2882817","Regional levels of neurotransmitter-related markers in the brain of the weakly electric fish Gnathonemus petersii","Bissoli R, Niso R, Contestabile A, Szabo T.","Brain Res. 1987 Mar 10;405(2):380-3. doi: 10.1016/0006-8993(87)90310-6.","Bissoli R","Brain Res","1987","1987/03/10","","","10.1016/0006-8993(87)90310-6"
"8676800","Neurotransmitter and monoaminergic amino acid precursor levels in rat brain: effects of chronic renal failure and of malnutrition","Schmid G, Bahner U, Peschkes J, Heidland A.","Miner Electrolyte Metab. 1996;22(1-3):115-8.","Schmid G","Miner Electrolyte Metab","1996","1996/01/01","","",""
"32317384","Closing the gap between mind and brain with the dynamic connectome","Quian Quiroga R.","Proc Natl Acad Sci U S A. 2020 May 5;117(18):9677-9678. doi: 10.1073/pnas.2005329117. Epub 2020 Apr 21.","Quian Quiroga R","Proc Natl Acad Sci U S A","2020","2020/04/23","PMC7211917","","10.1073/pnas.2005329117"
"22484014","Levetiracetam inhibits neurotransmitter release associated with CICR","Fukuyama K, Tanahashi S, Nakagawa M, Yamamura S, Motomura E, Shiroyama T, Tanii H, Okada M.","Neurosci Lett. 2012 Jun 19;518(2):69-74. doi: 10.1016/j.neulet.2012.03.056. Epub 2012 Mar 28.","Fukuyama K","Neurosci Lett","2012","2012/04/10","","","10.1016/j.neulet.2012.03.056"
"25081017","Glutamate and Vivian Teichberg: a story about science, medicine, memory and love","Levite Teichberg M, Riederer P.","J Neural Transm (Vienna). 2014 Aug;121(8):793-6. doi: 10.1007/s00702-014-1250-y.","Levite Teichberg M","J Neural Transm (Vienna)","2014","2014/08/02","","","10.1007/s00702-014-1250-y"
"10754058","Electrophysiological effects of chronic lead treatment on synaptic transmission in murine dorsiflexor muscle","Hasan MY, Fahim MA, Al Shuaib WB.","Bull Environ Contam Toxicol. 2000 Apr;64(4):593-600. doi: 10.1007/s001280000044.","Hasan MY","Bull Environ Contam Toxicol","2000","2000/04/08","","","10.1007/s001280000044"
"16082453","[Sleep-wake cycle mechanisms]","Alóe F, Azevedo AP, Hasan R.","Braz J Psychiatry. 2005 May;27 Suppl 1:33-9. doi: 10.1590/s1516-44462005000500007. Epub 2005 Jul 28.","Alóe F","Braz J Psychiatry","2005","2005/08/06","","","10.1590/s1516-44462005000500007"
"10980881","The myocardial matrix and the development and progression of ventricular remodeling","Sackner-Bernstein JD.","Curr Cardiol Rep. 2000 Mar;2(2):112-9. doi: 10.1007/s11886-000-0007-4.","Sackner-Bernstein JD","Curr Cardiol Rep","2000","2000/09/12","","","10.1007/s11886-000-0007-4"
"10560537","Xylene-induced effects on brain neurotransmitters, behavior and fos protein in rats","Wang XL, Jin XP, Fu H, Chen ZQ, Da CD, Huang XF, Ding BQ.","Biomed Environ Sci. 1999 Jun;12(2):116-24.","Wang XL","Biomed Environ Sci","1999","1999/11/24","","",""
"1983092","[Headache diagnosis and vascular pathophysiology]","Olesen J.","Rinsho Shinkeigaku. 1990 Dec;30(12):1317-22.","Olesen J","Rinsho Shinkeigaku","1990","1990/12/01","","",""
"6144566","In vivo release of neurotransmitters in the medial basal hypothalamus of the monkey","Roosen-Runge G, Epler M, Düker E, Fuchs E, Siegel RA, Demling J, Wuttke W.","Exp Brain Res. 1984;54(3):575-8. doi: 10.1007/BF00235484.","Roosen-Runge G","Exp Brain Res","1984","1984/01/01","","","10.1007/BF00235484"
"18652368","Monitoring of neuroactive factors released from a pattern-generating network","Chistopolsky IA, Vorontsov DD, Sakharov DA.","Acta Biol Hung. 2008;59 Suppl:29-31. doi: 10.1556/ABiol.59.2008.Suppl.4.","Chistopolsky IA","Acta Biol Hung","2008","2008/07/26","","","10.1556/ABiol.59.2008.Suppl.4"
"1350346","Neurohumoral responses to isohemic hypervolemia: a model for weightlessness","Chenault VM, Morris M, Lynch CD, Maultsby SJ, Hutchins PM.","Physiologist. 1992 Feb;35(1 Suppl):S109-10.","Chenault VM","Physiologist","1992","1992/02/01","","",""
"6118323","Antipsychotic medications: clinical use and effectiveness","Cordoba OA.","Hosp Pract (Off Ed). 1981 Dec;16(12):99-101, 104, 108. doi: 10.1080/21548331.1981.11946883.","Cordoba OA","Hosp Pract (Off Ed)","1981","1981/12/01","","","10.1080/21548331.1981.11946883"
"2869976","Amino acid neurotransmitters in the CNS. Characteristics of the acidic amino acid exchange","Erecińska M, Troeger MB.","FEBS Lett. 1986 Apr 7;199(1):95-9. doi: 10.1016/0014-5793(86)81231-5.","Erecińska M","FEBS Lett","1986","1986/04/07","","","10.1016/0014-5793(86)81231-5"
"2428039","Multiple calcium channels mediate neurotransmitter release from peripheral neurons","Perney TM, Hirning LD, Leeman SE, Miller RJ.","Proc Natl Acad Sci U S A. 1986 Sep;83(17):6656-9. doi: 10.1073/pnas.83.17.6656.","Perney TM","Proc Natl Acad Sci U S A","1986","1986/09/01","PMC386563","","10.1073/pnas.83.17.6656"
"14876345","[Significance of neurohumoral factors in circulatory changes in cardiac insufficiency]","FEJFAR Z, BROD J.","Sb Lek. 1951 Oct;53(5-6):99-127.","FEJFAR Z","Sb Lek","1951","1951/10/01","","",""
"18460674","Gum chewing as an adjunct to use of medications","Curro FA.","J Am Dent Assoc. 2008 May;139 Suppl:6S-8S. doi: 10.14219/jada.archive.2008.0350.","Curro FA","J Am Dent Assoc","2008","2008/07/03","","","10.14219/jada.archive.2008.0350"
"24504147","Helminth infection alters mood and short-term memory as well as levels of neurotransmitters and cytokines in the mouse hippocampus","Morales-Montor J, Picazo O, Besedovsky H, Hernández-Bello R, López-Griego L, Becerril-Villanueva E, Moreno J, Pavón L, Nava-Castro K, Camacho-Arroyo I.","Neuroimmunomodulation. 2014;21(4):195-205. doi: 10.1159/000356521. Epub 2014 Feb 6.","Morales-Montor J","Neuroimmunomodulation","2014","2014/02/08","","","10.1159/000356521"
"12588509","Cocaine- and amphetamine-regulated transcript is present in hypothalamic neuroendocrine neurones and is released to the hypothalamic-pituitary portal circuit","Larsen PJ, Seier V, Fink-Jensen A, Holst JJ, Warberg J, Vrang N.","J Neuroendocrinol. 2003 Mar;15(3):219-26. doi: 10.1046/j.1365-2826.2003.00960.x.","Larsen PJ","J Neuroendocrinol","2003","2003/02/18","","","10.1046/j.1365-2826.2003.00960.x"
"9894732","Pathophysiology of delirium","van der Mast RC.","J Geriatr Psychiatry Neurol. 1998 Fall;11(3):138-45; discussion 157-8. doi: 10.1177/089198879801100304.","van der Mast RC","J Geriatr Psychiatry Neurol","1998","1999/01/23","","","10.1177/089198879801100304"
"17712935","[Effects of volatile organic compounds on brain amino acid neurotransmitter in mice]","Zhang H, Song W.","Wei Sheng Yan Jiu. 2007 May;36(3):269-72.","Zhang H","Wei Sheng Yan Jiu","2007","2007/08/24","","",""
"28874701","Restless legs syndrome in Parkinson disease: Clinical characteristics, abnormal iron metabolism and altered neurotransmitters","Piao YS, Lian TH, Hu Y, Zuo LJ, Guo P, Yu SY, Liu L, Jin Z, Zhao H, Li LX, Yu QJ, Wang RD, Chen SD, Chan P, Wang XM, Zhang W.","Sci Rep. 2017 Sep 5;7(1):10547. doi: 10.1038/s41598-017-10593-7.","Piao YS","Sci Rep","2017","2017/09/07","PMC5585207","","10.1038/s41598-017-10593-7"
"19789483","Psychological treatments and brain biology","Zaman R, Agius M.","Psychiatr Danub. 2009 Sep;21 Suppl 1:31-5.","Zaman R","Psychiatr Danub","2009","2009/10/01","","",""
"6119910","A program for late twentieth-century psychiatry","Unger RM.","Am J Psychiatry. 1982 Feb;139(2):155-64. doi: 10.1176/ajp.139.2.155.","Unger RM","Am J Psychiatry","1982","1982/02/01","","","10.1176/ajp.139.2.155"
"1973749","Release kinetics as a tool to describe drug effects on neurotransmitter release","Lustig C, Parnas H, Segel L.","J Theor Biol. 1990 May 22;144(2):225-48. doi: 10.1016/s0022-5193(05)80322-4.","Lustig C","J Theor Biol","1990","1990/05/22","","","10.1016/s0022-5193(05)80322-4"
"16683551","[The role of synaptotagmin in neurotransmitter release]","Xue JF, Chen H, Chen NH.","Sheng Li Ke Xue Jin Zhan. 2006 Jan;37(1):65-8.","Xue JF","Sheng Li Ke Xue Jin Zhan","2006","2006/05/11","","",""
"1362435","[Functional roles of synaptotagmin in neurotransmitter release]","Takahashi M, Shoji-Kasai Y.","Seikagaku. 1992 Nov;64(11):1345-9.","Takahashi M","Seikagaku","1992","1992/11/01","","",""
"23821062","The uncoupling of synaptic protein homer 1c from target proteins activates store-operated calcium entry in a neurotransmitter-like manner in human neuroblastoma cells","Ryazantseva MA, Mozhayeva GN, Kaznacheyeva EV.","Dokl Biol Sci. 2013 May;450:181-4. doi: 10.1134/S001249661303006X. Epub 2013 Jul 3.","Ryazantseva MA","Dokl Biol Sci","2013","2013/07/04","","","10.1134/S001249661303006X"
"10609605","Forced normalization: clinical and therapeutic relevance","Krishnamoorthy ES, Trimble MR.","Epilepsia. 1999;40 Suppl 10:S57-64. doi: 10.1111/j.1528-1157.1999.tb00886.x.","Krishnamoorthy ES","Epilepsia","1999","1999/12/28","","","10.1111/j.1528-1157.1999.tb00886.x"
"2885166","[Alzheimer's disease]","Kurz A, Lauter H.","Dtsch Med Wochenschr. 1987 Jun 12;112(24):973-7. doi: 10.1055/s-2008-1068179.","Kurz A","Dtsch Med Wochenschr","1987","1987/06/12","","","10.1055/s-2008-1068179"
"23959552","Gasotransmitters: a solution for the therapeutic dilemma in preeclampsia?","Holwerda KM, Faas MM, van Goor H, Lely AT.","Hypertension. 2013 Oct;62(4):653-9. doi: 10.1161/HYPERTENSIONAHA.113.01625. Epub 2013 Aug 19.","Holwerda KM","Hypertension","2013","2013/08/21","","","10.1161/HYPERTENSIONAHA.113.01625"
"6124225","Neurotransmitters in anxiety","Hoehn-Saric R.","Arch Gen Psychiatry. 1982 Jun;39(6):735-42. doi: 10.1001/archpsyc.1982.04290060075015.","Hoehn-Saric R","Arch Gen Psychiatry","1982","1982/06/01","","","10.1001/archpsyc.1982.04290060075015"
"10338682","New approaches in the pharmacological treatment of obesity","Leonhardt M, Hrupka B, Langhans W.","Eur J Nutr. 1999 Feb;38(1):1-13. doi: 10.1007/s003940050040.","Leonhardt M","Eur J Nutr","1999","1999/05/25","","","10.1007/s003940050040"
"27895","[The localisation of endocrine cells in the distal esophagus (author's transl)]","Kaduk B, Barth H.","Virchows Arch A Pathol Anat Histol. 1978 Apr 17;377(4):311-28. doi: 10.1007/BF00507132.","Kaduk B","Virchows Arch A Pathol Anat Histol","1978","1978/04/17","","","10.1007/BF00507132"
"13451118","[The neurohumoral control of leukocyte movements in normal & sick persons]","VON PHILIPSBORN E.","Med Monatsschr. 1957 Jun;11(6):364-6.","VON PHILIPSBORN E","Med Monatsschr","1957","1957/06/01","","",""
"6119604","Glutamate and Huntington's disease","Sanberg PR, Johnston GA.","Med J Aust. 1981 Oct 31;2(9):460-5.","Sanberg PR","Med J Aust","1981","1981/10/31","","",""
"13963427","Hypothalamic neurohumors in the control of the functions of the anterior hypophysis","GUILLEMIN R.","Naunyn Schmiedebergs Arch Exp Pathol Pharmakol. 1963;245:187-96. doi: 10.1007/BF00260140.","GUILLEMIN R","Naunyn Schmiedebergs Arch Exp Pathol Pharmakol","1963","1963/01/01","","","10.1007/BF00260140"
"6188903","Effect of neurotransmitter release on myocardial cyclic nucleotides during left ventricular tachycardia","Pindok MT, Glaviano VV.","J Cardiovasc Pharmacol. 1983 Mar-Apr;5(2):278-83. doi: 10.1097/00005344-198303000-00019.","Pindok MT","J Cardiovasc Pharmacol","1983","1983/03/01","","","10.1097/00005344-198303000-00019"
"10652546","Autoreceptors, membrane potential and the regulation of transmitter release","Parnas H, Segel L, Dudel J, Parnas I.","Trends Neurosci. 2000 Feb;23(2):60-8. doi: 10.1016/s0166-2236(99)01498-8.","Parnas H","Trends Neurosci","2000","2000/02/01","","","10.1016/s0166-2236(99)01498-8"
"16180245","Circular dichroic properties of the tyrosine residues in tetrazole analogues of opioid peptides","Lisowski M, Olczak J, Zabrocki J.","J Pept Sci. 2006 Apr;12(4):297-302. doi: 10.1002/psc.723.","Lisowski M","J Pept Sci","2006","2005/09/24","","","10.1002/psc.723"
"2907237","In vivo PET and SPECT receptor imaging: new technology and tactics for receptor measurement","Wong DF, Kuhar MJ.","Adv Exp Med Biol. 1988;236:181-93. doi: 10.1007/978-1-4757-5971-6_15.","Wong DF","Adv Exp Med Biol","1988","1988/01/01","","","10.1007/978-1-4757-5971-6_15"
"11210425","Neurotransmitter distribution in the second trimester fetal human corpus striatum","Barami K, Hutchins KD, Lyman WD.","Neurol Res. 2001 Jan;23(1):16-22. doi: 10.1179/016164101101198235.","Barami K","Neurol Res","2001","2001/02/24","","","10.1179/016164101101198235"
"23000786","Posteromedial cortex glutamate and GABA predict intrinsic functional connectivity of the default mode network","Kapogiannis D, Reiter DA, Willette AA, Mattson MP.","Neuroimage. 2013 Jan 1;64:112-9. doi: 10.1016/j.neuroimage.2012.09.029. Epub 2012 Sep 18.","Kapogiannis D","Neuroimage","2013","2012/09/25","PMC3801193","NIHMS408987","10.1016/j.neuroimage.2012.09.029"
